Journal,Management,First Section,Second Section,Third Section,Fourth Section,Fifth Section,PubType,Relevance
AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,1,0,NA,1,X,X,J,1
AFRICAN JOURNAL OF WILDLIFE RESEARCH,1,X,1,X,X,X,J,1
AFRICAN SECURITY REVIEW,0,0,X,X,X,X,J,1
AFRICAN ZOOLOGY,1,X,NA,1,1,1,J,1
AGRARIAN PERSPECTIVES XXIV: GLOBAL AGRIBUSINESS AND THE RURAL ECONOMY,0,X,X,0,X,X,S,0
AGREKON,0,X,0,X,X,0,J,1
"AGRICULTURAL AND ENVIRONMENTAL INFORMATICS, GOVERNANCE AND MANAGEMENT: EMERGING RESEARCH APPLICATIONS",1,X,NA,X,1,X,B,0
AGRICULTURAL AND FOOD SCIENCE,1,X,NA,X,X,1,J,1
AGRICULTURAL AND FOREST ENTOMOLOGY,1,X,1,1,1,X,J,1
AGRICULTURAL AND FOREST METEOROLOGY,1,1,NA,1,0,1,J,1
AGRICULTURAL BIOTECHNOLOGY IN INTERNATIONAL DEVELOPMENT,1,X,NA,X,X,1,S,0
AGRICULTURAL ECONOMICS,1,X,NA,X,X,1,J,1
AGRICULTURAL SCIENCE AND PRACTICE,1,X,1,X,X,X,J,1
AGRICULTURAL SYSTEMS,1,1,NA,1,X,1,J,1
AGRICULTURAL WATER MANAGEMENT,1,1,1,X,1,X,J,1
AGRICULTURE-BASEL,1,1,NA,X,X,X,J,1
AGRICULTURE AND CLIMATE CHANGE - ADAPTING CROPS TO INCREASED UNCERTAINTY (AGRI 2015),1,X,NA,1,X,X,S,0
AGRICULTURE AND HUMAN VALUES,1,0,NA,0,1,X,J,1
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1,1,1,1,1,1,J,1
AGRICULTURE RESEARCH AND TECHNOLOGY,0,X,X,X,0,X,B,0
AGROCIENCIA,1,X,NA,1,X,X,J,1
AGROECOLOGY AND STRATEGIES FOR CLIMATE CHANGE,1,X,NA,X,1,X,S,0
AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS,1,1,NA,1,X,X,J,1
AGROFORESTRY SYSTEMS,1,1,NA,1,1,1,J,1
AGROFORESTRY SYSTEMS IN INDIA: LIVELIHOOD SECURITY & ECOSYSTEM SERVICES,1,X,NA,1,X,X,S,0
AGROLIFE SCIENTIFIC JOURNAL,0,0,X,X,X,X,J,1
AGRONOMIE,1,X,NA,X,X,1,J,1
AGRONOMY-BASEL,1,1,NA,X,X,X,J,1
AGRONOMY FOR SUSTAINABLE DEVELOPMENT,1,1,1,1,1,X,J,1
AGRONOMY JOURNAL,1,X,NA,1,1,1,J,1
AI & SOCIETY,0,0,X,X,X,X,J,1
AIDS,0,X,X,X,0,X,J,1
AIDS AND BEHAVIOR,0,X,0,X,X,X,J,1
AIMS AGRICULTURE AND FOOD,0,X,0,X,X,X,J,1
AIMS ENERGY,0,0,X,X,X,X,J,1
AIMS ENVIRONMENTAL SCIENCE,1,X,NA,1,X,X,J,1
AIMS MICROBIOLOGY,1,X,1,X,X,X,J,1
AIMS PUBLIC HEALTH,0,X,0,X,X,X,J,1
AIR QUALITY ATMOSPHERE AND HEALTH,0,X,0,X,X,X,J,1
AIRFIELD AND HIGHWAY PAVEMENTS 2017: TESTING AND CHARACTERIZATION OF BOUND AND UNBOUND PAVEMENT MATERIALS,0,X,0,X,X,X,B,0
ALGAE BIOMASS: CHARACTERISTICS AND APPLICATIONS: TOWARDS ALGAE-BASED PRODUCTS,0,0,X,X,X,X,B,0
ALGORITHMS,0,0,X,X,X,X,J,1
ALLELOPATHY IN SUSTAINABLE AGRICULTURE AND FORESTRY,1,X,NA,X,X,1,B,0
ALLELOPATHY JOURNAL,0,X,X,X,X,0,J,1
ALLGEMEINE FORST UND JAGDZEITUNG,1,X,NA,X,1,X,J,1
ALPINE BOTANY,1,X,1,0,X,X,J,1
"ALTERNATIVE FAMING SYSTEMS, BIOTECHNOLOGY, DROUGHT STRESS AND ECOLOGICAL FERTILISATION",1,X,NA,X,1,X,B,0
AMAZONIA AND GLOBAL CHANGE,1,X,NA,X,1,X,S,0
AMAZONIA INVESTIGA,0,0,X,X,X,X,J,1
AMB EXPRESS,1,1,NA,X,X,X,J,1
AMBIO,1,1,1,1,1,1,J,1
AMBULATORY PEDIATRICS,0,X,X,X,X,0,J,1
AMERICAN ANTHROPOLOGIST,1,X,NA,X,1,1,J,1
AMERICAN BEHAVIORAL SCIENTIST,1,X,NA,1,X,X,J,1
AMERICAN BIOLOGY TEACHER,1,0,NA,1,X,X,J,1
AMERICAN FERN JOURNAL,1,X,NA,X,1,X,J,1
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,1,X,NA,X,1,X,J,1
AMERICAN JOURNAL OF BOTANY,1,X,NA,X,1,1,J,1
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,1,0,NA,0,1,X,J,1
AMERICAN JOURNAL OF EPIDEMIOLOGY,0,X,X,X,0,X,J,1
AMERICAN JOURNAL OF MENS HEALTH,0,X,X,X,0,X,J,1
AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,1,X,NA,X,1,X,J,1
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,0,X,X,X,X,0,J,1
AMERICAN JOURNAL OF PRIMATOLOGY,1,X,1,NA,1,X,J,1
AMERICAN MIDLAND NATURALIST,1,1,NA,1,X,1,J,1
AMERICAN NATURALIST,1,1,NA,1,1,1,J,1
AMERICAN PSYCHOLOGIST,0,X,X,X,0,X,J,1
AMERICAN REVIEW OF CANADIAN STUDIES,1,1,X,X,X,X,J,1
AMERICAN SCIENTIST,1,X,NA,X,X,1,J,1
AMFITEATRU ECONOMIC,1,X,NA,X,1,X,J,1
AMPHIBIA-REPTILIA,0,0,X,X,X,X,J,1
ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,1,0,1,X,X,X,J,1
ANALES DEL JARDIN BOTANICO DE MADRID,1,X,NA,1,X,X,J,1
ANALYSES OF SOCIAL ISSUES AND PUBLIC POLICY,0,X,X,X,0,X,J,1
ANALYTICA CHIMICA ACTA,0,X,X,X,X,0,J,1
ANALYTICAL METHODS,1,X,1,X,0,X,J,1
ANGELAKI-JOURNAL OF THE THEORETICAL HUMANITIES,0,X,0,X,X,X,J,1
"ANGLER IN THE ENVIRONMENT: SOCIAL, ECONOMIC, BIOLOGICAL, AND ETHICAL DEMENSIONS",1,X,NA,X,1,X,S,0
ANIMAL,1,1,NA,1,1,X,J,1
ANIMAL BEHAVIOUR,1,0,NA,X,1,1,J,1
ANIMAL BIODIVERSITY AND CONSERVATION,1,0,NA,X,1,X,J,1
ANIMAL BIOLOGY,1,X,NA,X,1,X,J,1
Animal Cells and Systems,0,X,X,0,X,X,J,1
ANIMAL CONSERVATION,1,1,1,1,1,1,J,1
ANIMAL FEED SCIENCE AND TECHNOLOGY,1,X,NA,X,1,X,J,1
ANIMAL GENETICS,1,X,NA,X,X,1,J,1
ANIMAL PRODUCTION SCIENCE,1,1,NA,1,1,X,J,1
ANIMAL REPRODUCTION SCIENCE,1,X,NA,X,1,X,J,1
ANIMAL RESEARCH,1,X,NA,X,X,1,J,1
ANIMAL WELFARE,0,X,X,X,0,X,J,1
ANIMALS,0,0,X,X,X,X,J,1
ANNALES BOTANICI FENNICI,1,X,NA,X,X,1,J,1
ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,1,1,NA,X,X,1,J,1
ANNALES ZOOLOGICI FENNICI,1,X,NA,X,1,1,J,1
ANNALI DI BOTANICA,1,X,1,X,X,X,J,1
ANNALS OF APPLIED BIOLOGY,1,1,NA,0,1,0,J,1
ANNALS OF APPLIED STATISTICS,1,X,1,0,X,X,J,1
ANNALS OF ARID ZONE,1,X,NA,X,X,1,J,1
ANNALS OF BOTANY,1,0,NA,1,0,1,J,1
ANNALS OF FOREST RESEARCH,1,X,1,X,X,X,J,1
ANNALS OF FOREST SCIENCE,1,1,NA,X,1,X,J,1
ANNALS OF GLOBAL HEALTH,1,X,NA,1,X,X,J,1
ANNALS OF HUMAN BIOLOGY,0,X,0,X,X,X,J,1
ANNALS OF LEISURE RESEARCH,0,0,X,X,X,X,J,1
ANNALS OF ONCOLOGY,0,X,X,X,0,X,J,1
ANNALS OF OPERATIONS RESEARCH,1,1,NA,X,X,X,J,1
ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS,1,1,NA,1,X,X,J,1
ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS,1,X,NA,X,1,1,J,1
ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,1,X,NA,1,X,1,J,1
ANNALS OF THE MISSOURI BOTANICAL GARDEN,1,X,NA,0,X,1,J,1
ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,1,X,1,X,X,X,J,1
"ANNUAL REVIEW OF ANIMAL BIOSCIENCES, VOL 2",1,X,NA,1,X,X,S,1
"ANNUAL REVIEW OF ANTHROPOLOGY, VOL 46",0,X,0,X,X,X,S,1
"ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES, VOL 43",1,X,NA,1,X,X,S,1
"ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES, VOL 47",1,1,NA,X,X,X,S,1
ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS,1,X,NA,X,X,1,J,1
ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS,1,X,NA,X,1,1,S,1
"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 42",1,X,NA,X,1,X,S,1
"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 43",1,X,NA,X,1,X,S,1
"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 48",0,X,0,X,X,X,S,1
ANNUAL REVIEW OF ENERGY AND THE ENVIRONMENT,1,X,NA,X,X,1,J,1
ANNUAL REVIEW OF ENTOMOLOGY,1,X,NA,X,1,1,J,1
"ANNUAL REVIEW OF ENTOMOLOGY, VOL 61",0,X,0,X,X,X,S,1
"ANNUAL REVIEW OF ENTOMOLOGY, VOL 63",1,1,NA,X,X,X,S,1
"ANNUAL REVIEW OF ENTOMOLOGY, VOL 64",1,1,NA,X,X,X,S,1
ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES,1,X,NA,X,X,1,S,1
"ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES, VOL 36",1,X,NA,X,1,X,S,1
"ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES, VOL 37",1,X,NA,X,1,X,S,1
"ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES, VOL 39",0,X,X,0,X,X,S,1
"ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES, VOL 40",1,X,NA,1,X,X,S,1
"ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES, VOL 41",1,X,1,X,X,X,S,1
"ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES, VOL 42",1,X,1,X,X,X,S,1
"ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES, VOL 43",0,0,X,X,X,X,S,1
ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS,1,X,X,X,X,1,J,1
ANNUAL REVIEW OF MARINE SCIENCE,1,X,NA,X,1,X,J,1
"ANNUAL REVIEW OF MARINE SCIENCE, VOL 10",0,0,X,X,X,X,S,1
"ANNUAL REVIEW OF MARINE SCIENCE, VOL 11",1,1,NA,X,X,X,S,1
"ANNUAL REVIEW OF MARINE SCIENCE, VOL 8",1,X,1,0,X,X,S,1
ANNUAL REVIEW OF PHYSIOLOGY,0,X,X,X,X,0,J,1
ANNUAL REVIEW OF PHYTOPATHOLOGY,1,X,NA,X,X,1,J,1
"ANNUAL REVIEW OF PHYTOPATHOLOGY, VOL 52",1,X,NA,1,X,X,S,1
"ANNUAL REVIEW OF PHYTOPATHOLOGY, VOL 56",1,1,NA,X,X,X,S,1
"ANNUAL REVIEW OF POLITICAL SCIENCE, VOL 19",0,X,0,X,X,X,S,1
"ANNUAL REVIEW OF PUBLIC HEALTH, VOL 36",0,X,X,0,X,X,S,1
ANNUAL REVIEW OF RESOURCE ECONOMICS,0,X,X,X,0,X,J,1
"ANNUAL REVIEW OF RESOURCE ECONOMICS, VOL 2, 2010",1,X,X,X,1,X,S,1
"ANNUAL REVIEW OF RESOURCE ECONOMICS, VOL 4",1,X,NA,X,1,X,S,1
"ANNUAL REVIEW OF RESOURCE ECONOMICS, VOL 6",1,X,NA,1,X,X,S,1
"ANNUAL REVIEW OF SOCIOLOGY, VOL 37",0,X,X,X,0,X,S,1
"ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION, VOL 1",0,X,X,0,X,X,S,1
ANTARCTIC SCIENCE,1,X,NA,1,1,0,J,1
ANTHROPOCENE,1,1,NA,X,X,X,J,1
ANTHROPOCENE REVIEW,0,0,0,X,X,X,J,1
ANTIPODE,1,X,NA,1,1,X,J,1
ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,1,X,NA,X,X,1,J,1
AOB PLANTS,1,0,NA,1,1,NA,J,1
APIDOLOGIE,1,X,NA,X,1,X,J,1
APPETITE,0,0,X,X,X,X,J,1
"APPLICATION OF PHYTOTECHNOLOGIES FOR CLEANUP OF INDUSTRIAL, AGRICULTURAL, AND WASTEWATER CONTAMINATION",1,X,NA,X,1,X,S,0
APPLICATIONS IN PLANT SCIENCES,1,1,NA,1,X,X,J,1
APPLICATIONS OF COMPUTATIONAL INTELLIGENCE IN BIOLOGY: CURRENT TRENDS AND OPEN PROBLEMS,1,X,NA,X,X,1,S,0
APPLICATIONS OF PALEOENVIRONMENTAL TECHNIQUES IN ESTUARINE STUDIES,0,X,0,X,X,X,S,0
APPLICATIONS OF SEASONAL CLIMATE FORECASTING IN AGRICULTURAL AND NATURAL ECOSYSTEMS: THE AUSTRALIAN EXPERIENCE,1,X,NA,X,X,1,B,0
APPLIED ACOUSTICS,0,X,0,0,X,X,J,1
APPLIED AND ENVIRONMENTAL MICROBIOLOGY,1,1,NA,X,0,X,J,1
APPLIED ANIMAL BEHAVIOUR SCIENCE,1,X,1,1,X,X,J,1
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,1,1,NA,1,1,X,J,1
APPLIED ECONOMIC PERSPECTIVES AND POLICY,0,X,X,X,0,X,J,1
APPLIED ENERGY,1,1,NA,0,X,0,J,1
APPLIED ENGINEERING IN AGRICULTURE,1,X,NA,1,X,X,J,1
APPLIED ENTOMOLOGY AND ZOOLOGY,1,X,NA,1,X,1,J,1
APPLIED GEOGRAPHY,1,1,1,1,1,1,J,1
APPLIED GEOMATICS,1,1,NA,X,X,X,J,1
APPLIED MATHEMATICAL MODELLING,1,X,NA,1,0,X,J,1
APPLIED MATHEMATICS LETTERS,0,0,X,X,X,X,J,1
APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,1,X,NA,1,0,X,J,1
APPLIED RADIATION AND ISOTOPES,0,X,X,X,0,X,J,1
APPLIED RESEARCH IN ENVIRONMENTAL ECONOMICS,1,X,NA,X,X,1,B,0
APPLIED SCIENCES-BASEL,0,0,X,X,X,X,J,1
APPLIED SOFT COMPUTING,0,X,X,X,0,X,J,1
APPLIED SOIL ECOLOGY,1,0,1,1,1,0,J,1
APPLIED SPATIAL ANALYSIS AND POLICY,1,X,1,X,X,X,J,1
APPLIED VEGETATION SCIENCE,1,1,1,1,1,1,J,1
AQUACULTURAL ENGINEERING,1,X,1,X,X,X,J,1
AQUACULTURE,1,1,NA,1,1,1,J,1
AQUACULTURE ECONOMICS & MANAGEMENT,1,X,NA,1,X,X,J,1
AQUACULTURE ENVIRONMENT INTERACTIONS,1,X,NA,X,1,X,J,1
AQUACULTURE INTERNATIONAL,1,X,1,X,X,X,J,1
AQUACULTURE RESEARCH,1,X,NA,1,X,X,J,1
AQUATIC BIOLOGY,1,X,NA,X,1,1,J,1
AQUATIC BOTANY,1,1,NA,X,X,1,J,1
AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,1,1,1,1,1,1,J,1
AQUATIC ECOLOGY,1,1,NA,X,1,1,J,1
AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,1,X,NA,1,1,1,J,1
AQUATIC INSECTS,0,X,X,X,X,0,J,1
AQUATIC INVASIONS,1,1,1,1,1,X,J,1
AQUATIC LIVING RESOURCES,1,1,1,1,1,1,J,1
AQUATIC MAMMALS,0,X,0,X,X,X,J,1
AQUATIC MICROBIAL ECOLOGY,1,X,NA,X,1,X,J,1
AQUATIC PROTECTED AREAS AS FISHERIES MANAGEMENT TOOLS,1,X,NA,X,X,1,S,0
AQUATIC SCIENCES,1,1,NA,1,1,1,J,1
AQUATIC TOXICOLOGY,1,0,1,0,X,X,J,1
ARABIAN JOURNAL OF GEOSCIENCES,1,1,NA,1,X,X,J,1
ARCHAEOLOGY IN OCEANIA,0,X,X,X,X,0,J,1
"ARCHITECTURE, BUILDING MATERIALS AND ENGINEERING MANAGEMENT, PTS 1-4",1,X,NA,1,X,X,S,0
ARCHIV FUR HYDROBIOLOGIE,1,X,NA,X,X,1,J,1
ARCHIVES OF AGRONOMY AND SOIL SCIENCE,0,X,0,X,X,X,J,1
ARCHIVES OF BIOLOGICAL SCIENCES,1,X,NA,X,0,1,J,1
ARCHIVES OF CIVIL AND MECHANICAL ENGINEERING,0,X,X,0,X,X,J,1
ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,1,X,NA,X,1,X,J,1
ARCHIVES OF ENVIRONMENTAL PROTECTION,0,X,0,X,X,X,J,1
ARCHIVES OF PEDIATRICS & ADOLESCENT MEDICINE,0,X,X,X,X,0,J,1
ARCTIC,1,1,NA,X,1,1,J,1
ARCTIC ANTHROPOLOGY,1,X,NA,X,X,1,J,1
ARCTIC MARINE RESOURCE GOVERNANCE AND DEVELOPMENT,1,1,NA,X,X,X,S,0
ARCTIC SCIENCE,0,X,0,X,X,X,J,1
ARCTIC TRIUMPH: NORTHERN INNOVATION AND PERSISTENCE,0,0,X,X,X,X,S,0
ARDEA,1,X,NA,X,X,1,J,1
ARDEOLA,1,X,NA,X,1,1,J,1
ARDEOLA-INTERNATIONAL JOURNAL OF ORNITHOLOGY,1,X,NA,X,X,1,J,1
AREA,1,0,NA,0,1,1,J,1
ARID ECOSYSTEMS,1,1,NA,X,X,X,J,1
ARID LAND RESEARCH AND MANAGEMENT,1,X,NA,X,1,X,J,1
ARTHROPOD-PLANT INTERACTIONS,1,1,NA,0,1,X,J,1
ARTHROPOD SYSTEMATICS & PHYLOGENY,0,0,X,X,X,X,J,1
ARTIFICIAL REEFS IN FISHERIES MANAGEMENT,1,X,NA,X,1,X,S,0
ASIA-PACIFIC JOURNAL OF PUBLIC HEALTH,1,X,NA,X,1,X,J,1
ASIA LIFE SCIENCES,1,X,NA,1,1,X,J,1
ASIA PACIFIC JOURNAL OF TOURISM RESEARCH,0,X,0,X,X,X,J,1
ASIA PACIFIC VIEWPOINT,0,0,X,X,X,X,J,1
ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES,1,X,NA,X,1,1,J,1
ASIAN ECONOMIC PAPERS,0,X,0,X,X,X,J,1
ASIAN JOURNAL OF CHEMISTRY,1,X,NA,X,X,1,J,1
ASIAN JOURNAL OF COMMUNICATION,0,0,X,X,X,X,J,1
ASIAN JOURNAL OF WATER ENVIRONMENT AND POLLUTION,1,1,NA,X,X,X,J,1
ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE,1,1,NA,X,X,X,J,1
ASIAN REVIEW OF WORLD HISTORIES,0,0,X,X,X,X,J,1
ASIAN TURTLE TRADE: PROCEEDINGS OF A WORKSHOP ON CONSERVATION AN D TRADE OF FRESHWATER TURTLES AND TORTOISES IN ASIA,1,X,NA,X,X,1,S,0
"ASME INTERNATIONAL MECHANICAL ENGINEERING CONGRESS AND EXPOSITION, 2014, VOL 6B",0,X,X,0,X,X,B,0
ASTA-ADVANCES IN STATISTICAL ANALYSIS,0,X,0,X,X,X,J,1
AT THE CONFLUENCE - SELECTION FROM THE 2013 WORLD WATER WEEK,1,X,X,1,X,X,S,0
ATMOSFERA,0,X,0,X,X,X,J,1
ATMOSPHERE,1,1,NA,X,X,X,J,1
ATMOSPHERIC ENVIRONMENT,1,1,NA,1,X,X,J,1
ATMOSPHERIC MEASUREMENT TECHNIQUES,0,X,0,X,X,X,J,1
ATMOSPHERIC RESEARCH,1,X,X,X,X,X,J,1
AUK,1,X,0,X,1,1,J,1
AUSTRAL ARK: THE STATE OF WILDLIFE IN AUSTRALIA AND NEW ZEALAND,1,X,NA,1,X,X,B,0
AUSTRAL ECOLOGY,1,1,NA,1,1,1,J,1
AUSTRAL ENTOMOLOGY,1,1,NA,X,X,X,J,1
AUSTRALASIAN JOURNAL OF ENVIRONMENTAL MANAGEMENT,1,X,NA,1,1,1,J,1
AUSTRALASIAN JOURNAL OF REGIONAL STUDIES,0,X,0,X,X,X,J,1
AUSTRALASIAN JOURNAL OF WATER RESOURCES,0,X,0,X,X,X,J,1
AUSTRALASIAN PLANT PATHOLOGY,1,X,NA,X,X,1,J,1
AUSTRALIAN FORESTRY,1,X,NA,1,1,X,J,1
AUSTRALIAN GEOGRAPHER,1,0,NA,1,X,1,J,1
AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,0,X,0,X,0,X,J,1
AUSTRALIAN JOURNAL OF BOTANY,1,X,NA,1,1,1,J,1
AUSTRALIAN JOURNAL OF EARTH SCIENCES,1,X,NA,X,X,1,J,1
AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE,1,X,NA,X,X,1,J,1
AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS,0,0,X,X,X,X,J,1
AUSTRALIAN JOURNAL OF MANAGEMENT,0,X,0,X,X,X,J,1
AUSTRALIAN JOURNAL OF POLITICAL SCIENCE,0,X,X,0,X,X,J,1
AUSTRALIAN JOURNAL OF POLITICS AND HISTORY,0,X,X,X,0,X,J,1
AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION,0,0,X,X,X,X,J,1
AUSTRALIAN JOURNAL OF TEACHER EDUCATION,0,X,X,0,X,X,J,1
AUSTRALIAN JOURNAL OF ZOOLOGY,1,X,NA,1,1,1,J,1
AUSTRALIAN LAW JOURNAL,1,1,NA,X,X,X,J,1
AUSTRALIAN MAMMALOGY,1,1,NA,1,X,X,J,1
AUSTRALIAN PLANNER,0,X,0,X,X,X,J,1
AUSTRALIAN SOCIAL WORK,0,X,0,X,X,X,J,1
AUSTRALIAN SYSTEMATIC BOTANY,1,1,NA,X,X,1,J,1
"AUSTRALIAN VEGETATION, 3RD EDITION",1,X,1,X,X,X,B,0
AUSTRIAN JOURNAL OF FOREST SCIENCE,1,X,NA,1,X,X,J,1
AUTOMATICA,1,X,NA,X,1,X,J,1
AVIAN BIOLOGY RESEARCH,1,1,NA,X,X,X,J,1
AVIAN CONSERVATION AND ECOLOGY,1,X,NA,X,1,1,J,1
AVIAN RESEARCH,1,1,NA,X,X,X,J,1
B E JOURNAL OF ECONOMIC ANALYSIS & POLICY,1,X,NA,1,X,X,J,1
"BACK TO THE ROOTS AND BACK TO THE FUTURE: TOWARDS A NEW SYNTHESIS AMONGST TAXONOMIC, ECOLOGICAL AND BIOGEOGRAPHICAL APPROACHES IN CARABIDOLOGY, PROCEEDINGS",0,X,X,X,X,0,S,0
BALTIC FORESTRY,1,1,NA,1,X,1,J,1
BALTIC JOURNAL OF ECONOMIC STUDIES,1,0,NA,1,X,X,J,1
BALTIC JOURNAL OF ROAD AND BRIDGE ENGINEERING,0,X,0,X,X,X,J,1
BASIC AND APPLIED ECOLOGY,1,1,NA,1,X,1,J,1
BASIC RESEARCHES IN THE TROPICAL AND COASTAL REGION ECO DEVELOPMENTS,1,X,NA,1,X,X,S,0
BAYESIAN ANALYSIS,0,X,X,0,X,X,J,1
"BCPC INTERNATIONAL CONGRESS CROP SCIENCE & TECHNOLOGY 2003, VOL 1 AND 2, CONGRESS PROCEEDINGS",1,X,NA,X,X,1,B,0
BEAMS 2002,0,X,X,X,X,0,S,0
BEHAVIORAL ECOLOGY,1,1,NA,X,X,X,J,1
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,1,1,NA,1,1,X,J,1
BEHAVIOUR,1,X,NA,0,X,1,J,1
BEHAVIOURAL PROCESSES,1,X,NA,X,X,1,J,1
BELGIAN JOURNAL OF BOTANY,1,X,NA,X,X,1,J,1
BELGIAN JOURNAL OF ZOOLOGY,1,1,NA,X,X,X,J,1
BENEFIT TRANSFER OF ENVIRONMENTAL AND RESOURCE VALUES: A GUIDE FOR RESEARCHERS AND PRACTITIONERS,0,X,X,0,X,X,S,0
BENGUELA: PREDICTING A LARGE MARINE ECOSYSTEM,1,X,NA,X,X,1,S,0
BENTHIC HABITATS AND THE EFFECTS OF FISHING,1,X,NA,X,X,1,S,0
BERICHTE UBER LANDWIRTSCHAFT,1,X,NA,X,X,1,J,1
BERICHTE ZUR WISSENSCHAFTSGESCHICHTE,0,X,0,X,X,X,J,1
BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT,1,X,NA,X,1,X,J,1
BETWEEN SCIENTISTS AND CITIZENS,0,X,X,X,0,X,B,0
BEYOND THE GLOBAL CITY: UNDERSTANDING AND PLANNING FOR THE DIVERSITY OF ONTARIO,1,X,NA,X,1,X,B,0
BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,1,0,NA,X,1,X,J,1
BIOCHEMICAL GENETICS,1,X,NA,1,1,X,J,1
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,1,X,NA,X,1,X,J,1
BIOCONTROL,1,1,NA,X,1,X,J,1
BIOCONTROL-BASED INTEGRATED MANAGEMENT OF OILSEED RAPE PESTS,1,X,NA,X,1,X,B,0
BIOCONTROL SCIENCE AND TECHNOLOGY,1,X,NA,X,X,1,J,1
BIODIVERSITAT UND NATURAUSSTATTUNG IM HIMALAYA IV,1,X,NA,X,1,X,B,0
BIODIVERSITY AND CONSERVATION,1,1,1,1,1,1,J,1
BIODIVERSITY AND CONSERVATION OF THE YUCATAN PENINSULA,1,X,NA,1,X,X,B,0
BIODIVERSITY AND EDUCATION FOR SUSTAINABLE DEVELOPMENT,0,X,0,X,X,X,S,0
BIODIVERSITY CONSERVATION AND PHYLOGENETIC SYSTEMATICS: PRESERVING OUR EVOLUTIONARY HERITAGE IN AN EXTINCTION CRISIS,1,X,1,X,X,X,S,0
BIODIVERSITY DATA JOURNAL,0,0,X,X,X,X,J,1
BIODIVERSITY FOR SUSTAINABLE DEVELOPMENT,0,X,0,X,X,X,S,0
BIODIVERSITY HOTSPOTS,1,X,NA,X,1,X,B,0
BIODIVERSITY IN AGRICULTURAL LANDSCAPES OF SOUTHEASTERN BRAZIL,1,X,1,0,X,X,B,0
BIODIVERSITY LOSS AND CONSERVATION IN FRAGMENTED FOREST LANDSCAPES: THE FORESTS OF MONTANE MEXICO AND TEMPERATE SOUTH AMERICA,1,X,NA,X,X,1,B,0
"BIODIVERSITY, STATUS, AND CONSERVATION OF THE WORLD'S SHADS",0,X,X,X,X,0,S,0
"BIOENERGY AND BIOLOGICAL INVASIONS: ECOLOGICAL, AGRONOMIC, AND POLICY PERSPECTIVES ON MINIMIZING RISK",1,X,NA,1,X,X,B,0
BIOENERGY RESEARCH,1,X,NA,X,X,1,J,1
BIOETHICS,1,0,NA,X,X,1,J,1
BIOFOULING,1,X,1,X,X,X,J,1
